Project,Hack,Student,Grader Name,Grader Email,User Requirement,Info Viz Score,Novelty Score,Tech Score,The % of participants whose Tech score below your score,The % of participants whose User Requirement score below your score,The % of participants whose InfoViz score below your score,The % of participants whose Nolvelty score below your score,Phase
lemartinp,Bogota-Hack-3-2017,lemartinp,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,80,58.33,75,- - -,- - -,81.08,75.68,70.27,4th Phase
lemartinp,Bogota-Hack-3-2017,lemartinp,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,87.5,68.29,- - -,- - -,- - -,4th Phase
juligarji,Bogota-Hack-3-2017,juligarji,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,100,70.83,87.5,- - -,- - -,91.89,91.89,91.89,4th Phase
juligarji,Bogota-Hack-3-2017,juligarji,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,100,92.68,- - -,- - -,- - -,4th Phase
nfmorenog,Bogota-Hack-3-2017,nfmorenog,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,33.33,12.5,- - -,- - -,0,27.03,37.84,4th Phase
nfmorenog,Bogota-Hack-3-2017,nfmorenog,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,75,53.66,- - -,- - -,- - -,4th Phase
AFelipeGA,Bogota-Hack-3-2017,AFelipeGA,uxjudge4,purdueironhack+uxjudge4@gmail.com,40,37.5,0,- - -,- - -,56.76,56.76,0,4th Phase
AFelipeGA,Bogota-Hack-3-2017,AFelipeGA,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,75,53.66,- - -,- - -,- - -,4th Phase
mballeng91,Bogota-Hack-3-2017,mballeng91,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,25,25,- - -,- - -,0,5.41,45.95,4th Phase
mballeng91,Bogota-Hack-3-2017,mballeng91,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,24.39,- - -,- - -,- - -,4th Phase
dduartec,Bogota-Hack-3-2017,dduartec,uxjudge5,purdueironhack+uxjudge5@gmail.com,0,0,0,- - -,- - -,0,0,0,4th Phase
dduartec,Bogota-Hack-3-2017,dduartec,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,87.5,68.29,- - -,- - -,- - -,4th Phase
srmedinac,Bogota-Hack-3-2017,srmedinac,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,24.39,- - -,- - -,- - -,4th Phase
srmedinac,Bogota-Hack-3-2017,srmedinac,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,33.33,0,- - -,- - -,18.92,27.03,0,4th Phase
wilson911013,Bogota-Hack-3-2017,wilson911013,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,20,25,0,- - -,- - -,18.92,5.41,0,4th Phase
wilson911013,Bogota-Hack-3-2017,wilson911013,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,37.5,9.76,- - -,- - -,- - -,4th Phase
wapiravaguens,Bogota-Hack-3-2017,wapiravaguens,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,62.5,24.39,- - -,- - -,- - -,4th Phase
wapiravaguens,Bogota-Hack-3-2017,wapiravaguens,purdueironhack+uxjudge8@gmail.com,purdueironhack+uxjudge8@gmail.com,80,75,0,- - -,- - -,81.08,97.3,0,4th Phase
davidh17,Bogota-Hack-3-2017,davidh17,uxjudge5,purdueironhack+uxjudge5@gmail.com,0,0,0,- - -,- - -,0,0,0,4th Phase
davidh17,Bogota-Hack-3-2017,davidh17,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,75,53.66,- - -,- - -,- - -,4th Phase
DianaNavarrete,Bogota-Hack-3-2017,DianaNavarrete,uxjudge5,purdueironhack+uxjudge5@gmail.com,20,58.33,0,- - -,- - -,18.92,75.68,0,4th Phase
DianaNavarrete,Bogota-Hack-3-2017,DianaNavarrete,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,37.5,9.76,- - -,- - -,- - -,4th Phase
jdmonroyg,Bogota-Hack-3-2017,jdmonroyg,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,0,0,- - -,- - -,- - -,4th Phase
feartheGru,Bogota-Hack-3-2017,feartheGru,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,0,0,- - -,- - -,- - -,4th Phase
jorge52an,Bogota-Hack-3-2017,jorge52an,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,60,33.33,75,- - -,- - -,67.57,27.03,70.27,4th Phase
jorge52an,Bogota-Hack-3-2017,jorge52an,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,53.66,- - -,- - -,- - -,4th Phase
jscastelblancoh,Bogota-Hack-3-2017,jscastelblancoh,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,100,66.67,75,- - -,- - -,91.89,83.78,70.27,4th Phase
jscastelblancoh,Bogota-Hack-3-2017,jscastelblancoh,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,75,53.66,- - -,- - -,- - -,4th Phase
juclopezso,Bogota-Hack-3-2017,juclopezso,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,60,29.17,0,- - -,- - -,67.57,16.22,0,4th Phase
juclopezso,Bogota-Hack-3-2017,juclopezso,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,62.5,24.39,- - -,- - -,- - -,4th Phase
afforeroc,Bogota-Hack-3-2017,afforeroc,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,29.17,0,- - -,- - -,18.92,16.22,0,4th Phase
afforeroc,Bogota-Hack-3-2017,afforeroc,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,50,14.63,- - -,- - -,- - -,4th Phase
Danielsv9207,Bogota-Hack-3-2017,Danielsv9207,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,0,0,- - -,- - -,- - -,4th Phase
JhonEmmanuelTorres,Bogota-Hack-3-2017,JhonEmmanuelTorres,purdueironhack+techjudge1@gmail.com,purdueironhack+techjudge1@gmail.com,- - -,- - -,- - -,0,0,- - -,- - -,- - -,4th Phase
dagofonseca,Bogota-Hack-3-2017,dagofonseca,uxjudge4,purdueironhack+uxjudge4@gmail.com,40,37.5,100,- - -,- - -,56.76,56.76,97.3,4th Phase
dagofonseca,Bogota-Hack-3-2017,dagofonseca,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,87.5,68.29,- - -,- - -,- - -,4th Phase
lacardenasv,Bogota-Hack-3-2017,lacardenasv,purdueironhack+uxjudge6@gmail.com,purdueironhack+uxjudge6@gmail.com,60,37.5,75,- - -,- - -,67.57,56.76,70.27,4th Phase
lacardenasv,Bogota-Hack-3-2017,lacardenasv,purdueironhack+techjudge2@gmail.com,purdueironhack+techjudge2@gmail.com,- - -,- - -,- - -,87.5,68.29,- - -,- - -,- - -,4th Phase
oacastillol,Bogota-Hack-3-2017,oacastillol,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,0,33.33,25,- - -,- - -,0,27.03,45.95,4th Phase
oacastillol,Bogota-Hack-3-2017,oacastillol,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,24.39,- - -,- - -,- - -,4th Phase
ncampuzano,Bogota-Hack-3-2017,ncampuzano,purdueironhack+uxjudge7@gmail.com,purdueironhack+uxjudge7@gmail.com,20,37.5,25,- - -,- - -,18.92,56.76,45.95,4th Phase
ncampuzano,Bogota-Hack-3-2017,ncampuzano,tech grader 2,ironhacktech2@gmail.com,- - -,- - -,- - -,62.5,24.39,- - -,- - -,- - -,4th Phase
adriel62,Bogota-Hack-3-2017,adriel62,uxjudge4,purdueironhack+uxjudge4@gmail.com,40,33.33,50,- - -,- - -,56.76,27.03,62.16,4th Phase
adriel62,Bogota-Hack-3-2017,adriel62,tech grader 1,ironhacktech1@gmail.com,- - -,- - -,- - -,87.5,68.29,- - -,- - -,- - -,4th Phase
capinzor,Bogota-Hack-3-2017,capinzor,uxjudge4,purdueironhack+uxjudge4@gmail.com,20,25,62.5,- - -,- - -,18.92,5.41,64.86,4th Phase
